"Type","Environment","ResourceGroup","SubscriptionId","Section","Status","Passed","Total","Percent","Message","SubItem"
"check","law-test-lab","","","Analytics","WARNING","0","0","0","Fusion rules will be automatically disabled after Microsoft Sentinel is onboarded in Defender",""
"check","law-test-lab","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Registry modification by unusual process"
"check","law-test-lab","","","Analytics","OK","0","0","0","No incident reopening","Registry modification by unusual process"
"check","law-test-lab","","","Analytics","WARNING","0","0","0","Alert grouping enabled. After onboarding, Defender XDR engine fully controls grouping and merging","Registry modification by unusual process"
"check","law-test-lab","","","Analytics","WARNING","0","0","0","Microsoft incident creation rule - will be deactivated after onboarding","Registry modification by unusual process"
"check","law-test-lab","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Tor exit node communication"
"check","law-test-lab","","","Analytics","WARNING","0","0","0","Incident reopening enabled. Not supported in Defender portal - new incidents are created instead","Tor exit node communication"
"check","law-test-lab","","","Analytics","OK","0","0","0","No custom alert grouping","Tor exit node communication"
"check","law-test-lab","","","Analytics","INFORMATIONAL","0","0","0","Rule is disabled. It will remain disabled after onboarding","Email auto-forward to external domain"
"check","law-test-lab","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Email auto-forward to external domain"
"check","law-test-lab","","","Analytics","OK","0","0","0","No incident reopening","Email auto-forward to external domain"
"check","law-test-lab","","","Analytics","OK","0","0","0","No custom alert grouping","Email auto-forward to external domain"
"check","law-test-lab","","","Analytics","INFORMATIONAL","0","0","0","Rule is disabled. It will remain disabled after onboarding","Insider threat - bulk data access"
"check","law-test-lab","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Insider threat - bulk data access"
"check","law-test-lab","","","Analytics","OK","0","0","0","No incident reopening","Insider threat - bulk data access"
"check","law-test-lab","","","Analytics","OK","0","0","0","No custom alert grouping","Insider threat - bulk data access"
"check","law-test-lab","","","Analytics","WARNING","0","0","0","Doesn't generate incidents. Alerts aren't visible in the Defender portal - they appear in SecurityAlerts table in Advanced Hunting","Credential dumping via LSASS"
"check","law-test-lab","","","Analytics","WARNING","0","0","0","Incident reopening enabled. Not supported in Defender portal - new incidents are created instead","Credential dumping via LSASS"
"check","law-test-lab","","","Analytics","OK","0","0","0","No custom alert grouping","Credential dumping via LSASS"
"check","law-test-lab","","","Analytics","WARNING","0","0","0","Microsoft incident creation rule - will be deactivated after onboarding","Credential dumping via LSASS"
"check","law-test-lab","","","Analytics","INFORMATIONAL","0","0","0","Rule is disabled. It will remain disabled after onboarding","Azure Key Vault secret accessed"
"check","law-test-lab","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Azure Key Vault secret accessed"
"check","law-test-lab","","","Analytics","OK","0","0","0","No incident reopening","Azure Key Vault secret accessed"
"check","law-test-lab","","","Analytics","OK","0","0","0","No custom alert grouping","Azure Key Vault secret accessed"
"check","law-test-lab","","","Analytics","INFORMATIONAL","0","0","0","Rule is disabled. It will remain disabled after onboarding","Storage account public access enabled"
"check","law-test-lab","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Storage account public access enabled"
"check","law-test-lab","","","Analytics","OK","0","0","0","No incident reopening","Storage account public access enabled"
"check","law-test-lab","","","Analytics","OK","0","0","0","No custom alert grouping","Storage account public access enabled"
"check","law-test-lab","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Compromised account activity"
"check","law-test-lab","","","Analytics","WARNING","0","0","0","Incident reopening enabled. Not supported in Defender portal - new incidents are created instead","Compromised account activity"
"check","law-test-lab","","","Analytics","WARNING","0","0","0","Alert grouping enabled. After onboarding, Defender XDR engine fully controls grouping and merging","Compromised account activity"
"check","law-test-lab","","","Analytics","WARNING","0","0","0","Doesn't generate incidents. Alerts aren't visible in the Defender portal - they appear in SecurityAlerts table in Advanced Hunting","Azure AD role assignment change"
"check","law-test-lab","","","Analytics","OK","0","0","0","No incident reopening","Azure AD role assignment change"
"check","law-test-lab","","","Analytics","OK","0","0","0","No custom alert grouping","Azure AD role assignment change"
"check","law-test-lab","","","Analytics","WARNING","0","0","0","Doesn't generate incidents. Alerts aren't visible in the Defender portal - they appear in SecurityAlerts table in Advanced Hunting","Phishing email received by executive"
"check","law-test-lab","","","Analytics","OK","0","0","0","No incident reopening","Phishing email received by executive"
"check","law-test-lab","","","Analytics","WARNING","0","0","0","Alert grouping enabled. After onboarding, Defender XDR engine fully controls grouping and merging","Phishing email received by executive"
"check","law-test-lab","","","Analytics","WARNING","0","0","0","Doesn't generate incidents. Alerts aren't visible in the Defender portal - they appear in SecurityAlerts table in Advanced Hunting","Service principal key credential added"
"check","law-test-lab","","","Analytics","WARNING","0","0","0","Incident reopening enabled. Not supported in Defender portal - new incidents are created instead","Service principal key credential added"
"check","law-test-lab","","","Analytics","WARNING","0","0","0","Alert grouping enabled. After onboarding, Defender XDR engine fully controls grouping and merging","Service principal key credential added"
"check","law-test-lab","","","Analytics","WARNING","0","0","0","Doesn't generate incidents. Alerts aren't visible in the Defender portal - they appear in SecurityAlerts table in Advanced Hunting","SharePoint mass file deletion"
"check","law-test-lab","","","Analytics","OK","0","0","0","No incident reopening","SharePoint mass file deletion"
"check","law-test-lab","","","Analytics","OK","0","0","0","No custom alert grouping","SharePoint mass file deletion"
"score","law-test-lab","","","Analytics","","23","39","58.97","",""
"check","law-test-lab","","","Automation","WARNING","0","0","0","Uses alert trigger. After onboarding, alert triggers act only on Sentinel alerts","Assign to regional SOC"
"check","law-test-lab","","","Automation","WARNING","0","0","0","Change trigger from Incident Provider to Alert Product Name","Notify SOC lead on P1 incidents"
"check","law-test-lab","","","Automation","WARNING","0","0","0","Triggered by Fusion incidents. Fusion will be disabled after onboarding","Suppress known false positives"
"check","law-test-lab","","","Automation","WARNING","0","0","0","Change trigger from Incident Provider to Alert Product Name","Add watchlist entity enrichment"
"check","law-test-lab","","","Automation","WARNING","0","0","0","Change trigger from Incident Provider to Alert Product Name","Close benign true positive"
"check","law-test-lab","","","Automation","WARNING","0","0","0","Triggered by Fusion incidents. Fusion will be disabled after onboarding","Auto-assign severity to identity alerts"
"check","law-test-lab","","","Automation","WARNING","0","0","0","Change trigger from Incident Provider to Alert Product Name","Enrich with threat intelligence"
"score","law-test-lab","","","Automation","","0","7","0","",""
"score","law-test-lab","","","Final","","23","67","34.33","",""
